date,DEC,CDI,usd,ibov
2012-07-31,4347.12,918.99,183.60,540.33
2012-08-01,4349.42,919.27,183.00,542.20
2012-08-02,4329.89,919.54,183.39,534.77
2012-08-03,4396.17,919.82,181.93,551.48
2012-08-06,4457.27,920.09,181.63,561.97
2012-08-07,4430.27,920.37,181.65,556.01
2012-08-08,4450.16,920.64,181.58,567.81
2012-08-09,4445.70,920.92,180.76,566.34
2012-08-10,4500.50,921.19,180.70,570.99
2012-08-13,4493.66,921.47,181.51,569.47
2012-08-14,4471.94,921.74,181.44,559.45
2012-08-15,4470.91,922.02,181.23,560.48
2012-08-16,4535.90,922.30,181.05,572.58
2012-08-17,4524.73,922.57,180.76,569.08
2012-08-20,4540.57,922.85,181.00,571.02
2012-08-21,4532.00,923.12,180.68,567.49
2012-08-22,4576.78,923.40,181.01,571.95
2012-08-23,4538.46,923.68,181.29,563.58
2012-08-24,4546.10,923.95,181.42,562.75
2012-08-27,4511.53,924.23,181.76,559.73
2012-08-28,4516.56,924.50,183.01,562.57
2012-08-29,4472.91,924.78,183.69,552.58
2012-08-30,4481.35,925.04,183.73,551.49
2012-08-31,4482.39,925.30,182.46,549.61
2012-09-03,4497.91,925.57,182.13,551.73
2012-09-04,4457.64,925.83,182.64,541.64
2012-09-05,4490.09,926.09,182.58,547.71
2012-09-06,4559.91,926.35,182.54,561.75
2012-09-10,4558.42,926.61,181.29,562.55
2012-09-11,4608.31,926.87,180.90,572.36
2012-09-12,4610.86,927.14,180.96,577.16
2012-09-13,4690.30,927.40,181.41,596.78
2012-09-14,4690.95,927.66,180.38,598.20
2012-09-17,4688.39,927.92,181.93,595.31
2012-09-18,4693.51,928.18,181.59,595.30
2012-09-19,4683.55,928.44,181.24,593.83
2012-09-20,4690.27,928.70,181.49,594.17
2012-09-21,4679.27,928.96,181.28,590.64
2012-09-24,4689.79,929.22,181.58,596.31
2012-09-25,4652.55,929.49,181.38,582.75
2012-09-26,4653.80,929.75,182.19,582.53
2012-09-27,4635.73,930.01,181.92,580.23
2012-09-28,4627.86,930.27,181.87,569.98
2012-10-01,4664.19,930.54,181.46,573.78
2012-10-02,4672.59,930.80,181.51,570.43
2012-10-03,4651.38,931.06,181.51,564.70
2012-10-04,4648.59,931.32,181.14,563.07
2012-10-05,4691.00,931.59,181.33,564.16
2012-10-08,4712.91,931.85,181.93,571.34
2012-10-09,4686.81,932.11,182.15,567.70
2012-10-10,4662.31,932.37,182.52,563.05
2012-10-11,4708.20,932.62,182.44,569.84
2012-10-15,4732.91,932.88,182.55,574.08
2012-10-16,4744.10,933.13,182.27,575.45
2012-10-17,4760.48,933.38,182.14,578.76
2012-10-18,4745.64,933.63,181.77,575.35
2012-10-19,4723.68,933.89,181.57,567.54
2012-10-22,4704.01,934.14,181.51,565.40
2012-10-23,4675.72,934.40,181.69,555.67
2012-10-24,4689.06,934.65,181.49,550.57
2012-10-25,4723.74,934.91,181.47,557.08
2012-10-26,4703.48,935.16,181.49,551.69
2012-10-29,4714.72,935.42,181.78,550.72
2012-10-30,4719.19,935.67,182.02,555.61
2012-10-31,4708.28,935.92,181.93,549.68
2012-11-01,4774.59,936.18,181.93,562.34
2012-11-05,4759.10,936.43,182.27,560.67
2012-11-06,4803.30,936.69,182.19,572.70
2012-11-07,4778.39,936.95,182.09,563.64
2012-11-08,4753.97,937.20,182.33,554.07
2012-11-09,4720.72,937.46,183.72,552.47
2012-11-12,4705.79,937.71,183.39,549.64
2012-11-13,4718.52,937.96,184.63,553.71
2012-11-14,4674.26,938.22,184.76,542.08
2012-11-16,4652.54,938.47,185.51,533.64
2012-11-19,4691.97,938.72,185.80,543.73
2012-11-20,4692.07,938.98,186.61,543.73
2012-11-21,4716.87,939.23,187.41,541.73
2012-11-22,4734.85,939.48,187.30,543.59
2012-11-23,4798.40,939.74,187.95,554.56
2012-11-26,4769.77,940.00,186.18,546.49
2012-11-27,4751.61,940.25,185.87,541.78
2012-11-28,4765.15,940.51,187.30,544.59
2012-11-29,4806.75,940.76,188.01,557.23
2012-11-30,4838.36,941.02,188.75,553.59
2012-12-03,4845.13,941.27,189.17,560.60
2012-12-04,4847.56,941.53,188.78,554.45
2012-12-05,4858.11,941.78,188.50,555.56
2012-12-06,4853.47,942.04,186.62,555.35
2012-12-07,4881.02,942.29,186.33,563.35
2012-12-10,4890.83,942.55,186.39,570.68
2012-12-11,4887.86,942.80,185.79,574.29
2012-12-12,4882.17,943.05,186.31,572.86
2012-12-13,4883.87,943.30,185.86,571.34
2012-12-14,4913.33,943.55,186.65,574.11
2012-12-17,4935.12,943.80,187.21,573.74
2012-12-18,4977.96,944.05,187.78,582.35
2012-12-19,4996.26,944.30,186.22,587.54
2012-12-20,5021.56,944.55,184.73,590.21
2012-12-21,5028.83,944.79,185.92,587.62
2012-12-24,5028.84,945.05,186.06,587.62
2012-12-26,5025.40,945.30,184.23,587.16
2012-12-27,5012.08,945.55,183.46,581.92
2012-12-28,5032.08,945.80,183.03,587.09
2012-12-31,5032.21,946.05,183.03,587.09
2013-01-02,5121.25,946.30,182.85,602.49
2013-01-03,5145.60,946.55,183.29,609.82
2013-01-04,5133.19,946.80,182.94,602.23
2013-01-07,5132.66,947.05,181.93,596.53
2013-01-08,5130.55,947.30,181.69,588.78
2013-01-09,5144.36,947.55,182.87,593.12
2013-01-10,5149.36,947.81,182.34,594.09
2013-01-11,5164.26,948.06,182.19,592.34
2013-01-14,5182.54,948.31,182.12,597.96
2013-01-15,5165.05,948.56,182.48,594.56
2013-01-16,5156.92,948.81,182.79,595.14
2013-01-17,5190.30,949.07,182.81,599.06
2013-01-18,5190.06,949.32,183.08,596.76
2013-01-21,5186.26,949.57,182.89,596.21
2013-01-22,5147.27,949.82,183.35,594.22
2013-01-23,5171.43,950.08,182.66,596.86
2013-01-24,5162.31,950.33,182.21,589.18
2013-01-25,5165.33,950.58,181.68,589.18
2013-01-28,5120.74,950.84,181.29,578.18
2013-01-29,5107.34,951.09,178.34,581.83
2013-01-30,5114.76,951.34,178.24,571.53
2013-01-31,5152.29,951.60,178.08,575.62
2013-02-01,5177.05,951.85,177.73,581.30
2013-02-04,5146.77,952.10,178.17,573.83
2013-02-05,5165.44,952.36,178.07,572.57
2013-02-06,5144.03,952.61,178.09,567.82
2013-02-07,5141.10,952.87,177.24,562.24
2013-02-08,5162.94,953.12,175.87,563.45
2013-02-13,5154.57,953.38,176.18,562.56
2013-02-14,5130.52,953.63,176.14,559.40
2013-02-15,5142.14,953.88,175.55,557.72
2013-02-18,5133.46,954.14,176.23,554.93
2013-02-19,5116.72,954.39,175.52,552.05
2013-02-20,5059.29,954.65,175.28,541.10
2013-02-21,5044.29,954.90,176.62,540.88
2013-02-22,5076.83,955.15,176.49,546.11
2013-02-25,5091.41,955.41,176.23,545.34
2013-02-26,5095.52,955.67,177.50,548.53
2013-02-27,5114.21,955.92,177.40,551.66
2013-02-28,5133.71,956.18,176.93,553.11
2013-03-01,5135.86,956.44,177.77,547.90
2013-03-04,5123.20,956.69,177.58,544.20
2013-03-05,5110.60,956.95,176.38,538.91
2013-03-06,5173.60,957.20,176.20,558.08
2013-03-07,5192.43,957.46,175.92,566.81
2013-03-08,5188.77,957.72,174.90,562.82
2013-03-11,5191.03,957.97,175.12,563.90
2013-03-12,5182.78,958.23,175.41,560.66
2013-03-13,5164.66,958.49,175.72,552.74
2013-03-14,5157.71,958.75,176.23,551.73
2013-03-15,5136.98,959.00,176.88,547.77
2013-03-18,5138.81,959.26,177.98,548.76
2013-03-19,5106.74,959.52,177.61,542.87
2013-03-20,5078.94,959.77,177.95,539.68
2013-03-21,5065.15,960.03,178.51,535.31
2013-03-22,5065.48,960.29,180.26,532.10
2013-03-25,5030.82,960.55,180.39,528.54
2013-03-26,5060.42,960.80,179.91,536.23
2013-03-27,5100.36,961.06,180.79,539.72
2013-03-28,5138.73,961.32,180.37,542.79
2013-04-01,5101.89,961.58,180.80,538.45
2013-04-02,5067.05,961.84,180.73,528.69
2013-04-03,5070.73,962.10,181.27,535.18
2013-04-04,5042.79,962.36,180.93,526.37
2013-04-05,5074.23,962.61,179.44,530.24
2013-04-08,5075.55,962.87,178.25,530.65
2013-04-09,5117.16,963.13,177.89,538.55
2013-04-10,5145.38,963.39,177.43,541.19
2013-04-11,5133.86,963.65,176.77,533.62
2013-04-12,5095.86,963.91,176.99,529.40
2013-04-15,5004.28,964.17,177.25,510.01
2013-04-16,5051.19,964.43,178.26,520.03
2013-04-17,5003.91,964.69,178.58,509.35
2013-04-18,5006.12,964.95,180.49,512.09
2013-04-19,5043.84,965.22,179.93,519.44
2013-04-22,5061.17,965.49,180.51,522.99
2013-04-23,5122.08,965.76,180.65,528.65
2013-04-24,5119.65,966.03,181.32,529.61
2013-04-25,5119.92,966.29,180.20,529.41
2013-04-26,5057.16,966.56,179.14,522.56
2013-04-29,5079.00,966.83,179.12,528.67
2013-04-30,5147.02,967.10,179.28,538.53
2013-05-02,5129.62,967.36,179.98,532.85
2013-05-03,5167.29,967.63,179.96,534.46
2013-05-06,5142.66,967.90,180.41,533.90
2013-05-07,5160.57,968.17,180.12,542.03
2013-05-08,5159.58,968.44,179.40,537.51
2013-05-09,5135.73,968.71,179.59,534.07
2013-05-10,5153.11,969.00,181.20,530.81
2013-05-13,5122.22,969.24,180.47,524.44
2013-05-14,5122.97,969.51,179.70,526.55
2013-05-15,5138.07,969.78,181.22,529.15
2013-05-16,5122.53,970.05,181.41,527.57
2013-05-17,5167.46,970.32,182.30,531.34
2013-05-20,5205.20,970.58,182.11,536.51
2013-05-21,5227.62,970.85,182.73,541.95
2013-05-22,5233.26,971.12,182.60,543.53
2013-05-23,5210.09,971.39,183.94,542.76
2013-05-24,5222.28,971.66,183.56,543.31
2013-05-27,5224.69,971.93,183.85,543.20
2013-05-28,5229.53,972.20,184.65,539.74
2013-05-29,5167.16,972.47,187.14,526.24
2013-05-31,5140.40,972.75,190.94,515.37
2013-06-03,5118.11,973.04,191.27,519.59
2013-06-04,5132.94,973.33,190.61,520.29
2013-06-05,5054.02,973.61,190.19,508.55
2013-06-06,5038.96,973.90,190.33,509.38
2013-06-07,5031.66,974.19,191.42,497.19
2013-06-10,4998.99,974.48,192.62,494.28
2013-06-11,4911.05,974.76,192.75,479.38
2013-06-12,4886.64,975.05,191.85,473.70
2013-06-13,4959.15,975.34,192.09,485.59
2013-06-14,4909.32,975.63,191.37,475.17
2013-06-17,4910.17,975.92,192.91,472.82
2013-06-18,4899.40,976.20,194.41,476.44
2013-06-19,4823.79,976.49,194.75,461.31
2013-06-20,4791.71,976.78,201.73,464.40
2013-06-21,4698.09,977.07,202.85,453.25
2013-06-24,4600.41,977.36,201.66,442.74
2013-06-25,4633.25,977.64,198.70,451.68
2013-06-26,4676.60,977.93,196.82,454.35
2013-06-27,4689.37,978.22,195.67,458.57
2013-06-28,4654.98,978.51,198.44,457.11
2013-07-01,4660.05,978.80,199.70,454.91
2013-07-02,4561.17,979.09,200.73,435.64
2013-07-03,4548.41,979.38,202.72,433.87
2013-07-04,4594.32,979.67,202.37,440.79
2013-07-05,4550.31,979.96,202.82,435.47
2013-07-08,4543.89,980.24,202.27,434.16
2013-07-09,4544.05,980.53,202.67,434.16
2013-07-10,4523.20,980.82,203.29,438.09
2013-07-11,4586.85,981.13,203.06,449.10
2013-07-12,4541.18,981.44,203.05,438.58
2013-07-15,4608.88,981.75,201.95,450.18
2013-07-16,4610.30,982.05,200.21,451.44
2013-07-17,4662.05,982.36,200.38,456.63
2013-07-18,4698.51,982.67,199.70,459.03
2013-07-19,4693.03,982.98,200.30,456.56
2013-07-22,4768.07,983.29,200.50,467.87
2013-07-23,4771.46,983.59,199.44,470.23
2013-07-24,4750.76,983.90,200.16,465.94
2013-07-25,4780.54,984.21,201.50,472.61
2013-07-26,4787.36,984.52,201.42,476.04
2013-07-29,4784.14,984.83,202.50,474.01
2013-07-30,4759.49,985.14,203.62,467.74
2013-07-31,4773.05,985.45,205.13,464.59
2013-08-01,4834.54,985.76,205.23,473.32
2013-08-02,4800.65,986.07,205.40,466.90
2013-08-05,4814.63,986.37,206.09,466.54
2013-08-06,4748.51,986.68,205.60,456.76
2013-08-07,4756.99,986.99,206.25,457.00
2013-08-08,4813.05,987.30,204.89,471.28
2013-08-09,4860.88,987.61,203.74,480.39
2013-08-12,4872.84,987.92,203.51,484.48
2013-08-13,4880.43,988.23,206.31,487.38
2013-08-14,4871.22,988.54,207.06,490.22
2013-08-15,4854.20,988.85,209.89,490.35
2013-08-16,4866.69,989.16,211.06,496.42
2013-08-19,4850.33,989.47,214.78,496.76
2013-08-20,4806.38,989.78,214.45,486.49
2013-08-21,4781.92,990.09,216.47,485.50
2013-08-22,4810.98,990.40,219.05,495.06
2013-08-23,4857.98,990.71,213.78,502.76
2013-08-26,4810.51,991.02,212.32,495.37
2013-08-27,4753.17,991.33,214.94,482.48
2013-08-28,4761.04,991.64,210.61,480.31
2013-08-29,4788.15,991.97,211.18,480.84
2013-08-30,4802.79,992.30,212.49,481.71
2013-09-02,4869.27,992.63,211.76,499.28
2013-09-03,4828.46,992.96,214.03,497.25
2013-09-04,4829.66,993.29,210.82,498.13
2013-09-05,4856.66,993.62,208.81,504.25
2013-09-06,4878.76,993.95,205.81,517.71
2013-09-09,4940.85,994.28,204.82,522.55
2013-09-10,4930.29,994.61,204.02,519.93
2013-09-11,4925.50,994.94,205.53,515.99
2013-09-12,4927.77,995.27,203.93,513.46
2013-09-13,4943.60,995.60,204.08,518.18
2013-09-16,4949.25,995.93,202.86,518.41
2013-09-17,4976.67,996.26,202.57,522.74
2013-09-18,5058.76,996.59,201.42,536.52
2013-09-19,5030.55,996.92,197.37,530.68
2013-09-20,4991.05,997.25,197.52,521.19
2013-09-23,4997.63,997.58,197.34,525.93
2013-09-24,5006.49,997.91,197.32,524.28
2013-09-25,5000.26,998.25,199.05,522.64
2013-09-26,4987.08,998.58,199.60,518.03
2013-09-27,5012.29,998.91,202.16,517.61
2013-09-30,4975.75,999.24,199.73,504.12
2013-10-01,4995.10,999.57,198.15,512.22
2013-10-02,5009.27,999.90,197.83,511.46
2013-10-03,4958.21,1000.23,197.66,505.58
2013-10-04,4968.65,1000.57,197.50,509.03
2013-10-07,4963.68,1000.91,197.82,504.88
2013-10-08,4952.77,1001.24,197.19,503.87
2013-10-09,4983.94,1001.58,197.53,506.14
2013-10-10,5005.85,1001.93,195.70,510.46
2013-10-11,5020.06,1002.29,195.44,511.93
2013-10-14,5041.66,1002.64,195.41,521.77
2013-10-15,5048.90,1003.00,195.41,529.57
2013-10-16,5061.88,1003.35,193.72,539.14
2013-10-17,5059.95,1003.71,193.56,533.21
2013-10-18,5085.40,1004.07,193.61,533.40
2013-10-21,5089.48,1004.42,194.70,540.14
2013-10-22,5129.79,1004.78,194.89,543.83
2013-10-23,5086.65,1005.13,195.49,534.00
2013-10-24,5055.47,1005.49,197.07,528.58
2013-10-25,5042.17,1005.84,195.68,521.61
2013-10-28,5080.83,1006.20,195.67,530.47
2013-10-29,5050.93,1006.56,195.29,525.31
2013-10-30,5064.08,1006.91,196.04,521.79
2013-10-31,5096.16,1007.27,197.28,522.60
2013-11-01,5069.26,1007.62,201.24,520.26
2013-11-04,5088.88,1007.98,200.86,524.33
2013-11-05,5036.02,1008.33,203.73,518.50
2013-11-06,5006.75,1008.69,204.08,514.20
2013-11-07,4989.47,1009.04,204.43,507.99
2013-11-08,4934.08,1009.40,207.52,503.26
2013-11-11,4972.78,1009.76,207.27,506.87
2013-11-12,4937.45,1010.11,209.24,498.98
2013-11-13,4970.46,1010.47,208.10,503.08
2013-11-14,5056.71,1010.82,208.59,514.84
2013-11-18,5093.83,1011.18,204.46,523.09
2013-11-19,5001.46,1011.54,202.97,510.81
2013-11-20,5002.28,1011.89,203.55,510.81
2013-11-21,4997.78,1012.25,206.60,507.49
2013-11-22,4993.62,1012.60,205.22,508.57
2013-11-25,4975.74,1012.96,204.85,503.40
2013-11-26,4958.61,1013.32,206.36,495.53
2013-11-27,4985.74,1013.67,206.52,499.53
2013-11-28,5027.84,1014.05,207.86,499.38
2013-11-29,5043.80,1014.43,208.23,505.51
2013-12-02,4978.60,1014.80,210.02,493.59
2013-12-03,4928.49,1015.18,211.00,484.95
2013-12-04,4927.64,1015.55,212.63,483.67
2013-12-05,4937.48,1015.93,212.69,489.18
2013-12-06,4938.43,1016.30,210.70,490.70
2013-12-09,4961.78,1016.68,208.02,492.82
2013-12-10,4964.42,1017.06,206.91,491.17
2013-12-11,4927.98,1017.43,208.35,482.25
2013-12-12,4901.77,1017.81,209.03,482.77
2013-12-13,4894.11,1018.19,209.17,482.09
2013-12-16,4887.84,1018.57,208.28,484.29
2013-12-17,4884.31,1018.94,207.98,482.47
2013-12-18,4889.57,1019.32,208.45,487.03
2013-12-19,4946.95,1019.70,210.73,497.33
2013-12-20,4918.61,1020.07,213.32,493.02
2013-12-23,4930.17,1020.45,212.32,494.66
2013-12-24,4927.86,1020.83,210.96,494.66
2013-12-26,4906.52,1021.21,210.54,493.36
2013-12-27,4929.31,1021.59,210.82,493.80
2013-12-30,4963.36,1021.96,209.82,496.12
2013-12-31,4963.35,1022.34,209.82,496.12
2014-01-02,4909.91,1022.72,214.73,484.89
2014-01-03,4916.08,1023.10,212.64,491.05
2014-01-06,4881.57,1023.48,213.07,490.97
2014-01-07,4853.39,1023.86,211.68,485.74
2014-01-08,4856.54,1024.23,212.98,487.15
2014-01-09,4785.00,1024.61,214.60,475.06
2014-01-10,4818.31,1024.99,213.34,478.67
2014-01-13,4798.19,1025.37,210.40,476.07
2014-01-14,4816.41,1025.75,211.53,478.74
2014-01-15,4822.72,1026.13,210.21,482.61
2014-01-16,4805.02,1026.53,212.12,478.67
2014-01-17,4771.47,1026.93,211.38,473.71
2014-01-20,4742.40,1027.33,209.00,469.16
2014-01-21,4736.12,1027.73,211.45,467.56
2014-01-22,4778.82,1028.13,211.38,474.85
2014-01-23,4734.09,1028.53,212.82,465.42
2014-01-24,4673.93,1028.93,216.11,460.29
2014-01-27,4650.60,1029.33,215.35,459.46
2014-01-28,4650.60,1029.73,216.44,460.80
2014-01-29,4631.15,1030.13,218.51,458.06
2014-01-30,4580.83,1030.53,216.96,455.06
2014-01-31,4585.41,1030.93,217.31,458.85
2014-02-03,4481.62,1031.33,215.76,444.49
2014-02-04,4524.30,1031.73,216.54,452.36
2014-02-05,4482.75,1032.13,215.91,449.08
2014-02-06,4542.54,1032.53,215.32,459.82
2014-02-07,4586.03,1032.93,213.32,463.04
2014-02-10,4542.28,1033.33,214.38,459.55
2014-02-11,4580.47,1033.73,215.64,466.79
2014-02-12,4556.73,1034.14,215.73,464.42
2014-02-13,4533.61,1034.54,217.09,460.53
2014-02-14,4570.53,1034.94,214.28,464.27
2014-02-17,4509.60,1035.34,213.79,458.25
2014-02-18,4437.68,1035.75,214.81,448.84
2014-02-19,4485.11,1036.15,214.83,454.15
2014-02-20,4515.69,1036.55,213.16,455.48
2014-02-21,4518.08,1036.95,211.60,456.37
2014-02-24,4544.20,1037.36,209.50,456.49
2014-02-25,4503.43,1037.76,209.29,449.96
2014-02-26,4510.29,1038.17,210.07,448.84
2014-02-27,4549.55,1038.58,209.91,458.54
2014-02-28,4535.90,1039.00,208.99,453.61
2014-03-05,4510.60,1039.41,208.15,448.75
2014-03-06,4551.00,1039.82,206.84,453.60
2014-03-07,4497.28,1040.24,209.42,445.42
2014-03-10,4434.38,1040.65,209.67,438.58
2014-03-11,4457.40,1041.07,210.13,440.16
2014-03-12,4433.35,1041.48,211.81,441.74
2014-03-13,4407.03,1041.89,210.35,437.71
2014-03-14,4346.49,1042.31,211.72,433.11
2014-03-17,4340.39,1042.72,210.64,434.57
2014-03-18,4404.47,1043.14,210.68,444.52
2014-03-19,4392.72,1043.56,209.03,448.54
2014-03-20,4415.69,1043.97,209.76,455.38
2014-03-21,4430.55,1044.39,208.20,456.37
2014-03-24,4447.87,1044.81,208.22,462.27
2014-03-25,4452.98,1045.22,207.11,464.07
2014-03-26,4413.94,1045.64,207.07,462.00
2014-03-27,4468.93,1046.06,204.48,478.19
2014-03-28,4506.13,1046.47,202.87,479.37
2014-03-31,4539.73,1046.89,202.69,485.59
2014-04-01,4546.06,1047.31,202.60,484.20
2014-04-02,4628.09,1047.73,203.41,497.99
2014-04-03,4611.21,1048.15,204.31,495.16
2014-04-04,4588.48,1048.58,200.81,492.02
2014-04-07,4602.22,1049.01,199.96,502.36
2014-04-08,4591.19,1049.43,196.81,497.29
2014-04-09,4559.70,1049.86,198.04,493.02
2014-04-10,4600.15,1050.29,196.93,492.46
2014-04-11,4562.28,1050.71,197.57,499.59
2014-04-14,4553.45,1051.14,197.90,496.98
2014-04-15,4480.38,1051.57,199.35,485.98
2014-04-16,4540.72,1052.00,200.11,493.16
2014-04-17,4571.32,1052.43,201.36,501.94
2014-04-22,4562.63,1052.85,201.07,500.64
2014-04-23,4539.66,1053.28,200.86,496.72
2014-04-24,4549.62,1053.71,199.10,499.10
2014-04-25,4522.92,1054.14,199.96,495.08
2014-04-28,4518.55,1054.57,200.36,494.93
2014-04-29,4537.39,1055.00,198.83,499.31
2014-04-30,4544.38,1055.43,200.27,497.26
2014-05-02,4627.57,1055.86,199.02,510.31
2014-05-05,4631.95,1056.29,199.61,514.79
2014-05-06,4613.26,1056.72,199.93,518.00
2014-05-07,4645.86,1057.15,199.57,520.63
2014-05-08,4610.90,1057.58,198.00,514.56
2014-05-09,4599.29,1058.01,198.76,511.46
2014-05-12,4614.45,1058.44,198.51,520.63
2014-05-13,4597.26,1058.87,197.95,519.24
2014-05-14,4590.80,1059.30,198.20,524.10
2014-05-15,4585.84,1059.73,198.53,518.73
2014-05-16,4596.38,1060.16,198.03,519.89
2014-05-19,4569.45,1060.60,198.04,513.90
2014-05-20,4533.29,1061.03,198.44,504.39
2014-05-21,4510.75,1061.46,198.04,502.82
2014-05-22,4542.78,1061.89,198.22,508.63
2014-05-23,4509.35,1062.32,198.72,506.90
2014-05-26,4517.75,1062.76,198.92,509.84
2014-05-27,4484.00,1063.19,200.21,502.53
2014-05-28,4510.25,1063.62,200.67,507.02
2014-05-29,4527.86,1064.05,199.29,503.17
2014-05-30,4514.74,1064.49,200.54,493.54
2014-06-02,4503.50,1064.92,202.78,497.06
2014-06-03,4510.07,1065.35,202.90,501.18
2014-06-04,4526.86,1065.79,204.23,499.25
2014-06-05,4537.74,1066.22,203.27,496.61
2014-06-06,4588.30,1066.66,201.03,511.73
2014-06-09,4636.71,1067.09,200.05,522.76
2014-06-10,4639.15,1067.53,199.70,525.95
2014-06-11,4647.89,1067.96,199.79,530.75
2014-06-12,4643.25,1068.39,199.79,530.75
2014-06-13,4635.69,1068.83,200.15,527.89
2014-06-16,4595.05,1069.26,199.85,526.19
2014-06-17,4601.65,1069.70,201.40,523.01
2014-06-18,4624.38,1070.14,201.83,531.71
2014-06-20,4608.45,1070.57,200.45,526.28
2014-06-23,4600.82,1071.01,198.79,522.15
2014-06-24,4601.32,1071.44,198.99,522.83
2014-06-25,4572.48,1071.88,199.37,514.60
2014-06-26,4556.17,1072.32,197.84,515.37
2014-06-27,4538.86,1072.75,196.82,512.01
2014-06-30,4555.40,1073.19,197.27,512.12
2014-07-01,4536.90,1073.63,197.53,512.15
2014-07-02,4543.22,1074.06,198.24,510.77
2014-07-03,4580.94,1074.50,199.56,518.92
2014-07-04,4599.02,1074.94,198.38,520.66
2014-07-07,4590.58,1075.37,198.84,518.21
2014-07-08,4570.73,1075.81,198.39,516.61
2014-07-09,4583.39,1076.25,198.29,516.61
2014-07-10,4602.90,1076.69,199.17,525.83
2014-07-11,4617.71,1077.13,199.09,527.69
2014-07-14,4652.11,1077.56,198.62,536.92
2014-07-15,4627.96,1078.00,198.79,539.14
2014-07-16,4598.02,1078.44,198.77,536.67
2014-07-17,4606.83,1078.88,200.65,535.90
2014-07-18,4670.05,1079.32,200.29,549.14
2014-07-21,4672.17,1079.76,199.18,555.12
2014-07-22,4707.28,1080.20,198.20,558.50
2014-07-23,4678.05,1080.64,198.85,553.06
2014-07-24,4687.19,1081.08,198.87,558.44
2014-07-25,4677.06,1081.52,199.67,556.94
2014-07-28,4647.36,1081.96,199.75,555.72
2014-07-29,4640.25,1082.40,199.53,550.16
2014-07-30,4652.27,1082.84,201.05,547.84
2014-07-31,4604.47,1083.28,203.08,537.75
2014-08-01,4589.01,1083.72,202.48,538.45
2014-08-04,4619.77,1084.16,202.21,545.33
2014-08-05,4610.20,1084.61,203.82,541.34
2014-08-06,4602.42,1085.05,204.12,544.09
2014-08-07,4565.80,1085.49,204.23,541.21
2014-08-08,4567.37,1085.93,205.88,535.27
2014-08-11,4567.52,1086.37,204.02,545.30
2014-08-12,4565.53,1086.82,203.94,543.65
2014-08-13,4560.84,1087.26,203.24,535.36
2014-08-14,4555.19,1087.70,203.34,537.28
2014-08-15,4580.52,1088.15,203.22,548.67
2014-08-18,4598.11,1088.59,202.37,554.42
2014-08-19,4633.90,1089.03,202.30,562.98
2014-08-20,4641.95,1089.48,201.97,567.12
2014-08-21,4652.90,1089.92,202.26,568.21
2014-08-22,4644.67,1090.37,204.01,562.58
2014-08-25,4697.55,1090.81,204.28,575.37
2014-08-26,4711.24,1091.26,203.74,576.20
2014-08-27,4746.48,1091.70,202.34,587.07
2014-08-28,4729.07,1092.15,201.51,580.72
2014-08-29,4787.39,1092.59,200.59,590.33
2014-09-01,4773.11,1093.04,200.30,588.91
2014-09-02,4798.29,1093.48,201.71,596.18
2014-09-03,4805.24,1093.93,199.90,595.62
2014-09-04,4772.52,1094.37,200.23,585.63
2014-09-05,4758.48,1094.82,200.77,584.48
2014-09-08,4689.19,1095.27,201.44,570.14
2014-09-09,4657.62,1095.71,204.33,565.17
2014-09-10,4625.84,1096.16,205.71,560.57
2014-09-11,4633.57,1096.61,204.93,561.91
2014-09-12,4600.34,1097.05,208.25,548.32
2014-09-15,4613.79,1097.50,209.59,558.16
2014-09-16,4633.31,1097.95,209.14,569.39
2014-09-17,4640.50,1098.39,209.44,569.33
2014-09-18,4616.78,1098.84,211.98,562.26
2014-09-19,4607.57,1099.29,211.88,556.62
2014-09-22,4552.79,1099.74,213.79,547.27
2014-09-23,4542.61,1100.19,215.19,544.60
2014-09-24,4554.17,1100.64,215.58,547.33
2014-09-25,4501.72,1101.09,215.72,539.03
2014-09-26,4533.03,1101.53,217.73,551.07
2014-09-29,4441.21,1101.98,219.63,526.15
2014-09-30,4411.84,1102.43,219.53,521.24
2014-10-01,4320.23,1102.88,220.54,509.13
2014-10-02,4322.09,1103.33,221.99,515.49
2014-10-03,4362.27,1103.78,223.30,525.32
2014-10-06,4447.45,1104.23,215.84,550.13
2014-10-07,4432.82,1104.68,215.30,553.23
2014-10-08,4416.76,1105.13,215.60,549.59
2014-10-09,4412.73,1105.58,214.19,551.60
2014-10-10,4328.96,1106.03,215.88,532.76
2014-10-13,4417.32,1106.49,214.27,558.24
2014-10-14,4428.48,1106.94,214.88,558.80
2014-10-15,4361.29,1107.39,217.79,540.70
2014-10-16,4302.51,1107.84,221.85,523.00
2014-10-17,4366.64,1108.29,219.23,536.73
2014-10-20,4317.76,1108.75,219.92,523.04
2014-10-21,4240.73,1109.20,222.10,505.03
2014-10-22,4228.74,1109.65,221.95,504.83
2014-10-23,4154.33,1110.11,223.95,488.47
2014-10-24,4222.78,1110.56,222.17,500.29
2014-10-27,4182.18,1111.01,226.97,486.45
2014-10-28,4245.92,1111.47,222.74,504.05
2014-10-29,4174.51,1111.92,218.06,491.71
2014-10-30,4232.70,1112.38,216.02,504.10
2014-10-31,4379.74,1112.85,218.92,526.18
2014-11-03,4334.97,1113.31,222.47,519.62
2014-11-04,4366.27,1113.77,225.66,523.82
